Minutes Played,Goals Scored,Assists,Clean Sheet,Goals Conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ICT Index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,Total Points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home,Player Team ID,Is Home,Opponent Difficulty,element_type,Position,Player Name Norm,Injury/Unavailable,Avg_Total Points_L3,Avg_Minutes Played_L3,Avg_Goals Scored_L3,Avg_Assists_L3,Avg_Total Points_L5,Avg_Minutes Played_L5,Avg_Goals Scored_L5,Avg_Assists_L5,Player UUID,Team_Points_Contribution_GW_Pct
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,12,2025-26,Aarón Anselmino,7,3,False,7,False,2,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,13,2025-26,Aarón Anselmino,7,1,True,7,True,4,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,14,2025-26,Aarón Anselmino,7,11,False,7,False,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,15,2025-26,Aarón Anselmino,7,4,False,7,False,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,16,2025-26,Aarón Anselmino,7,9,True,7,True,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,17,2025-26,Aarón Anselmino,7,15,False,7,False,4,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,18,2025-26,Aarón Anselmino,7,2,True,7,True,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,19,2025-26,Aarón Anselmino,7,4,True,7,True,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,20,2025-26,Aarón Anselmino,7,13,False,7,False,5,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,21,2025-26,Aarón Anselmino,7,10,False,7,False,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,22,2025-26,Aarón Anselmino,7,5,True,7,True,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,23,2025-26,Aarón Anselmino,7,8,False,7,False,3,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,24,2025-26,Aarón Anselmino,7,19,True,7,True,2,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,25,2025-26,Aarón Anselmino,7,20,False,7,False,2,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,26,2025-26,Aarón Anselmino,7,11,True,7,True,2,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,27,2025-26,Aarón Anselmino,7,3,True,7,True,1,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,234,28,2025-26,Aarón Anselmino,7,1,False,7,False,5,2,DEF,aaron anselmino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7f3011c1-41ad-4500-9044-496af3ea357f,0.0
2,0,0,0,0,0,0,0,1,0,0,0,1,2.0,0.0,0.0,0.2,1,0,1,2,0,0.0,0.0,0.0,0.0,0,False,116,1,2025-26,Aaron Hickey,5,16,False,5,False,3,2,DEF,aaron hickey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
11,0,0,0,0,0,0,0,0,0,0,0,5,4.0,0.1,0.0,0.4,0,0,2,2,0,0.0,0.0,0.0,0.24,1,False,116,2,2025-26,Aaron Hickey,5,2,True,5,True,3,2,DEF,aaron hickey,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,1.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,3,2025-26,Aaron Hickey,5,17,False,5,False,4,2,DEF,aaron hickey,0.0,0.5,6.5,0.0,0.0,0.5,6.5,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
7,0,0,0,1,0,0,0,0,0,0,0,-1,0.2,0.3,0.0,0.1,0,0,0,0,0,0.0,0.0,0.0,0.16,1,False,116,4,2025-26,Aaron Hickey,5,7,True,5,True,3,2,DEF,aaron hickey,0.0,0.3333333333333333,4.333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,2.33
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,5,2025-26,Aaron Hickey,5,10,False,5,False,3,2,DEF,aaron hickey,0.0,0.6666666666666666,6.0,0.0,0.0,0.5,5.0,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
74,0,0,0,1,0,0,0,0,0,0,0,9,3.0,1.8,0.0,0.5,1,5,0,1,1,0.0,0.03,0.03,1.02,2,False,116,6,2025-26,Aaron Hickey,5,14,True,5,True,3,2,DEF,aaron hickey,0.0,0.3333333333333333,2.3333333333333335,0.0,0.0,0.4,4.0,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,3.39
90,0,0,0,1,0,0,0,0,0,0,0,2,3.0,1.4,1.0,0.5,2,2,1,3,1,0.02,0.04,0.06,0.83,2,False,116,7,2025-26,Aaron Hickey,5,13,True,5,True,4,2,DEF,aaron hickey,0.0,1.0,27.0,0.0,0.0,0.8,18.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,8.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,8,2025-26,Aaron Hickey,5,19,False,5,False,2,2,DEF,aaron hickey,0.0,1.3333333333333333,54.666666666666664,0.0,0.0,1.0,34.2,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,9,2025-26,Aaron Hickey,5,12,True,5,True,3,2,DEF,aaron hickey,0.0,1.3333333333333333,54.666666666666664,0.0,0.0,1.0,34.2,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,10,2025-26,Aaron Hickey,5,8,False,5,False,3,2,DEF,aaron hickey,1.0,0.6666666666666666,30.0,0.0,0.0,0.8,32.8,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
69,0,0,0,1,0,0,0,0,0,0,0,13,12.6,2.0,28.0,4.3,4,6,2,6,1,0.12,0.05,0.17,0.38,2,False,116,11,2025-26,Aaron Hickey,5,15,True,5,True,3,2,DEF,aaron hickey,0.0,0.0,0.0,0.0,0.0,0.8,32.8,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,4.08
10,0,0,0,1,0,0,0,0,0,0,0,-2,4.4,0.0,0.0,0.4,1,1,0,1,0,0.0,0.0,0.0,0.15,1,False,116,12,2025-26,Aaron Hickey,5,6,False,5,False,3,2,DEF,aaron hickey,0.0,0.6666666666666666,23.0,0.0,0.0,0.8,31.8,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,3.33
73,0,0,1,0,0,0,0,0,0,0,0,17,16.4,2.3,6.0,2.5,8,4,2,10,1,0.21,0.04,0.25,0.14,8,False,116,13,2025-26,Aaron Hickey,5,3,True,5,True,1,2,DEF,aaron hickey,0.0,1.0,26.333333333333332,0.0,0.0,0.6,15.8,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,12.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,14,2025-26,Aaron Hickey,5,1,False,5,False,5,2,DEF,aaron hickey,0.0,3.6666666666666665,50.666666666666664,0.0,0.0,2.2,30.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
14,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.33,1,False,116,15,2025-26,Aaron Hickey,5,18,False,5,False,3,2,DEF,aaron hickey,0.0,3.0,27.666666666666668,0.0,0.0,2.2,30.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,4.17
60,0,0,1,0,0,0,0,0,0,0,0,23,3.6,1.9,0.0,0.6,3,5,0,3,1,0.0,0.01,0.01,0.72,6,False,116,16,2025-26,Aaron Hickey,5,11,True,5,True,2,2,DEF,aaron hickey,0.0,3.0,29.0,0.0,0.0,2.4,33.2,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,11.11
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,17,2025-26,Aaron Hickey,5,20,False,5,False,2,2,DEF,aaron hickey,0.0,2.3333333333333335,24.666666666666668,0.0,0.0,3.2,31.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
13,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.2,0.0,0.1,1,1,0,1,0,0.0,0.0,0.0,0.25,1,False,116,18,2025-26,Aaron Hickey,5,4,True,5,True,3,2,DEF,aaron hickey,0.0,2.3333333333333335,24.666666666666668,0.0,0.0,3.0,29.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,1.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,19,2025-26,Aaron Hickey,5,18,True,5,True,3,2,DEF,aaron hickey,0.0,2.3333333333333335,24.333333333333332,0.0,0.0,1.6,17.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
75,0,0,0,1,0,0,0,0,0,0,0,6,7.0,1.8,2.0,1.1,2,1,1,3,1,0.0,0.0,0.0,0.6,2,False,116,20,2025-26,Aaron Hickey,5,9,False,5,False,3,2,DEF,aaron hickey,0.0,0.3333333333333333,4.333333333333333,0.0,0.0,1.6,17.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,3.12
8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,0.0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.1,1,False,116,21,2025-26,Aaron Hickey,5,17,True,5,True,2,2,DEF,aaron hickey,0.0,1.0,29.333333333333332,0.0,0.0,1.8,29.6,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,1.11
8,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,5.0,0.4,0,0,0,0,0,0.05,0.0,0.05,0.0,1,False,116,22,2025-26,Aaron Hickey,5,7,False,5,False,4,2,DEF,aaron hickey,0.0,1.0,27.666666666666668,0.0,0.0,0.8,19.2,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,4.76
23,0,0,0,1,0,0,0,0,0,0,0,0,1.2,0.6,0.0,0.2,0,2,0,0,0,0.0,0.0,0.0,0.39,1,False,116,23,2025-26,Aaron Hickey,5,16,True,5,True,2,2,DEF,aaron hickey,0.0,1.3333333333333333,30.333333333333332,0.0,0.0,1.0,20.8,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,4.35
6,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.0,0.0,1.5,4,1,1,5,0,0.0,0.0,0.0,0.54,1,False,116,24,2025-26,Aaron Hickey,5,2,False,5,False,4,2,DEF,aaron hickey,0.0,1.0,13.0,0.0,0.0,1.0,22.8,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,1.79
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,25,2025-26,Aaron Hickey,5,15,False,5,False,4,2,DEF,aaron hickey,0.0,1.0,12.333333333333334,0.0,0.0,1.2,24.0,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,False,116,26,2025-26,Aaron Hickey,5,1,True,5,True,4,2,DEF,aaron hickey,0.0,0.6666666666666666,9.666666666666666,0.0,0.0,0.8,9.0,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,1.47
1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,False,116,26,2025-26,Aaron Hickey,5,1,True,20,True,4,2,DEF,aaron hickey,0.0,0.6666666666666666,2.3333333333333335,0.0,0.0,0.8,7.6,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,1.47
44,0,0,0,1,0,0,0,0,0,0,0,3,8.6,1.9,0.0,1.1,3,2,2,5,1,0.0,0.0,0.0,0.62,1,False,116,27,2025-26,Aaron Hickey,5,6,True,5,True,3,2,DEF,aaron hickey,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.8,6.2,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,4.76
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,28,2025-26,Aaron Hickey,5,3,False,5,False,2,2,DEF,aaron hickey,0.0,1.0,15.333333333333334,0.0,0.0,0.8,10.4,0.0,0.0,2c7bedb8-1515-4ecf-96e4-cea0729177df,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,1,2025-26,Aaron Ramsdale,15,2,False,15,False,4,1,GK,aaron ramsdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,2,2025-26,Aaron Ramsdale,15,12,True,15,True,3,1,GK,aaron ramsdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,3,2025-26,Aaron Ramsdale,15,11,False,15,False,3,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,4,2025-26,Aaron Ramsdale,15,20,True,15,True,2,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,5,2025-26,Aaron Ramsdale,15,4,False,15,False,3,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,6,2025-26,Aaron Ramsdale,15,1,True,15,True,4,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,7,2025-26,Aaron Ramsdale,15,16,True,15,True,2,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,8,2025-26,Aaron Ramsdale,15,6,False,15,False,3,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,9,2025-26,Aaron Ramsdale,15,10,True,15,True,2,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,10,2025-26,Aaron Ramsdale,15,19,False,15,False,2,1,GK,aaron ramsdale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
13,0,0,0,2,0,0,0,0,0,1,0,-2,8.8,0.0,0.0,0.9,0,0,0,0,0,0.0,0.0,0.0,1.82,0,False,674,11,2025-26,Aaron Ramsdale,15,5,False,15,False,4,1,GK,aaron ramsdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,674,12,2025-26,Aaron Ramsdale,15,13,True,15,True,4,1,GK,aaron ramsdale,0.0,0.0,4.333333333333333,0.0,0.0,0.0,2.6,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,0.0
90,0,0,0,1,0,0,0,0,0,1,0,5,7.8,0.0,0.0,0.8,0,5,0,0,1,0.0,0.0,0.0,0.99,2,False,674,13,2025-26,Aaron Ramsdale,15,9,False,15,False,3,1,GK,aaron ramsdale,0.0,0.0,4.333333333333333,0.0,0.0,0.0,2.6,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,2.86
90,0,0,0,2,0,0,0,0,0,0,0,0,3.2,0.0,0.0,0.3,1,6,0,0,1,0.0,0.0,0.0,0.75,1,False,674,14,2025-26,Aaron Ramsdale,15,18,True,15,True,3,1,GK,aaron ramsdale,0.0,0.6666666666666666,34.333333333333336,0.0,0.0,0.4,20.6,0.0,0.0,b2bd1c5a-d793-4922-bf49-918b26048699,2.13
